0;RT @CommuterBoston: ACCIDENT (Wellesley, MA): RT-9 East near Cedar St - involving a motorcycle and a car - possible lane restrictions;YES
1;RT @CommuterBoston: ACCIDENT: I-290 East before I-495 (Exit #26) - 2-car accident with possible lane blockages;YES
2307;RT @CommuterBoston: ACCIDENT: I-93 South before Squantum St (Exit #10) - left lane blocked - police on scene;YES
2308;A dead bird stuck in my car ...day starts off well;NO;
2309;Helped nearby drivers by reporting a stand still traffic jam on Fellsway, Medford on @waze - Drive Social. http://t.co/uYcWCarcMJ;NO;
2310;ACCIDENT (Concord, MA): RT-2 East at Sudbury Rd - 2-car accident - right lane blocked - police on scene;YES
2311;RT @CommuterBoston: ACCIDENT (Concord, MA): RT-2 East at Sudbury Rd - 2-car accident - right lane blocked - police on scene;YES
2312;Rocker Jam Jars - The Labels for Jam Sessions Were Created by Printing with Real Preserves (GALLERY) http://t.co/PHCq8ONaBN;NO;
2313;Crick shot can''t quite connect. @heidees grab a break, bring it within 3. 9-6 boat;NO;
2314;ACCIDENT (Boston-S Boston): Seaport Blvd at B St - with reported injury - expect delays;YES
2315;RT @CommuterBoston: ACCIDENT (Boston-S Boston): Seaport Blvd at B St - with reported injury - expect delays;YES
2316;ACCIDENT: I-95 South near I-295 (Exit #4) - 2-car accident with possible lane blockages;YES
2317;RT @FDChelseaMA: 8/6/14 Inadequate fire staffing in Chelsea leads to delays & will get worse.Fire staffing neededcall @CMJayAsh 617-466-41…;YES
2318;RT @CommuterBoston: ACCIDENT: I-95 South near I-295 (Exit #4) - 2-car accident with possible lane blockages;YES
2319;Closed report at 45 School St http://t.co/dflAm3QM2W. Duplicate of existing case. case # 1143998.;NO;
2320;ACCIDENT: Storrow Dr West near Hatch Memorial Shell - 3-car accident - possible lane blockages - police on scene;YES
2321;ACCIDENT 93 SB at Squantam St, traffic backed up to Neponset Circle! Latest #Boston traffic updates at http://t.co/KGnvPfhdXQ;YES
2322;RT @TotalTrafficBOS: Earlier accident in #Quincy on Expwy SB at EX 10 - Squantum St #traffic http://t.co/AoTr5OL1uY;YES
2323;RT @CommuterBoston: ACCIDENT: Storrow Dr West near Hatch Memorial Shell - 3-car accident - possible lane blockages - police on scene;YES
2324;DISABLED VEHICLE: I-93 South after Columbia Rd (Exit #15) - left lane blocked;YES
2325;RT @CommuterBoston: DISABLED VEHICLE: I-93 South after Columbia Rd (Exit #15) - left lane blocked;YES
2326;ACCIDENT (Cranston, RI): I-95 South at RT-10 (Exit #16) - right shoulder blocked;YES
2327;RT @CommuterBoston: ACCIDENT (Cranston, RI): I-95 South at RT-10 (Exit #16) - right shoulder blocked;YES
2328;Awsome start to my day waking up having no money and no gas in my car. #thissucks;NO;
2329;2 cats suffered smoke inhalation in last night''s Greenville St. fire. Firefighters revived both http://t.co/8GkMspkQ9d #roxbury;YES
2330;Watching the blue haired girl practice ballet at the side of Route nine was a fun way to kill time during traffic;NO;
2331;# Assassin''s Creed: Rogue is single-player only - report - Assassin''s Creed: Rogue is single-player only, a new re... http://t.co/LGJD6VHf7h;NO;
2332;# As Table Top Racing hits Vita, WipEout co-creator turns attention to PS4 http://t.co/5TOvzZb417;NO;
2333;RT @universalhub: 2 cats suffered smoke inhalation in last night''s Greenville St. fire. Firefighters revived both http://t.co/8GkMspkQ9d #r…;YES
2334;ACCIDENT (Boston-Back Bay): Charlesgate at Marlborough St - 2-car accident - possible road restrictions;YES
2335;Do you think Bob will die in the Season 5 Walking Dead premiere? I answered: Yes. He''s a goner! http://t.co/MeNOFx9oRb via @moviepilotnews;NO;
2336;ACCIDENT (Hartford, CT): I-91 South after Jennings Rd (Exit #33) - 3-car accident - right and center lanes blocked;YES
2337;One bus out of service due to minor accident.  Heavy traffic on O''Brien.  Expect minor delays.;YES
2338;NFLIS Special Report:Synthetic Cannabinoids and SyntheticCathinones Reported in NFLIS, 2010–2013 http://t.co/rgwj52vUQ6;NO;
2339;Sitting in traffic looking at a 70 year old woman next to me bump Im Bossy with the windows down #k;NO;
2340;RT @CommuterBoston: ACCIDENT (Hartford, CT): I-91 South after Jennings Rd (Exit #33) - 3-car accident - right and center lanes blocked;YES
2341;@Chris_Niland fushion, Altima, Malibu, a car that''s good on gas;NO;
2342;@ethangach @Brock_toon i''m still waiting for the report on millions of well-adjusted kids play violent videogames and don''t kill people;NO;
2343;Off to Chiropractor to sort out my whiplash. Not looking forward 2 this! #chiropractor #whiplash #pain #girlswholift http://t.co/rHeCKV9rrR;NO;
2344;I''m glad all my Ash st neighbors got out of the fire ok. It is a sad scene in the south side of #Waltham http://t.co/M9rgJHXisW;YES
2345;Nevada Amtrak Crash: Trial Begins In Wreck That Killed 6 http://t.co/NUGTwLPMqH;YES
2346;Uber keeps disrupting. Uber pool, is Uber cool  Car pooling means it really is cost-competitive with owning a car. http://t.co/0VtRROCdE4;NO;
2347;RT @Carlos4Waltham: I''m glad all my Ash st neighbors got out of the fire ok. It is a sad scene in the south side of #Waltham http://t.co/M9…;YES
2348;Closed report at 207–249 Commercial St http://t.co/Co1xqo9Ai6. Case resolved. vehicle gone now.;NO;
2349;Schedule a 15-Minute Break Before You Burn Out - Ron Friedman - Harvard Business Review http://t.co/XUAWoEEjLT;NO;
2350;# Cyckhana, czyli rajdowiec Ken Block wozi laski w bikini - WIDEO http://t.co/FDE2g0Rcic;NO;
2351;@franklinshepard eek block block block;NO;
2352;This 6 hour car ride is gunna kill me;NO;
2353;Tsarnaev’s friend suspected of providing the gun used to kill MIT police officer due in court for drug, gun chargeshttp://t.co/to5LHcjvdf;YES
2354;“@Otuambala: When midgets smoke, do they get high or medium?” #dead;NO;
2355;RT @TotalTrafficBOS: Disabled vehicle, left lane blocked in #Boston on I-93 SB on Zakim Brg #traffic http://t.co/AoTr5OL1uY;YES
2356;RT @TotalTrafficBOS: Accident in #Weston on Rt 20 WB at Wellesley St #traffic http://t.co/AoTr5OL1uY;YES
2357;#Boston #News Police kill gun-wielding man at Ohio Wal-Mart: Authorities in southwest Ohio say a man brandishi... http://t.co/fitcJmK2PP;YES
2358;7 injured in fire at triple-decker in Waltham. Authorities say the cause of the fire is still under investigation:http://t.co/mB6jU9Mo0S;YES
2359;RT @dhausleon7: I smoke a lot of weed every day because my best friend was the bomber. That''s what police say SIlva kept saying during No…;NO;
2360;@NYPD FOR GOD SAKE U are blaming the victim for his own death.U ARE WRONG, M.E. IS NOT WRONG,DUE TO THE MECHANISMOF INJURY,HE DIED;NO;
2361;@noeljackson Except you forgot to tell me it was unoriginal, I should cite you more, and that I should die in a fire.;NO;
2362;No we''re not dead, we''re taking a break from playing shows to finish writing the album & getting ready to record! The wait will be worth it.;NO;
2363;#elec14 will cover energy efficiency, electromobility, connected car and autonomous driving at @electronicaFair in Munich in November.;NO;
2364;Instead of fighting over redactions in the summary, members on the intel committee should just leak the entire report to the public.;NO;
2365;@andatki Hello! Can you tell us the car # of this Red Line so we can check into the PA issue?;NO;
2366;I wish there existed a nasal equivalent of headphones to block out ambient stink.;NO;
2367;RT @KAatMWJ: #elec14 will cover energy efficiency, electromobility, connected car and autonomous driving at @electronicaFair in Munich in N…;NO;
2368;RT @onekade: Instead of fighting over redactions in the summary, members on the intel committee should just leak the entire report to the p…;NO;
2369;hmm...  if the fire phone turns out fo be as good of a platform for @cyanogenmod as the kindle fire tablets, I might actually want one...;NO;
2370;RT @_KerryBrock_: When @SOCANboston gets tired of plotting the overthrow of the fossil fuel industry, we take time for a fro-yo break;NO;
2371;Finna go scoop go bitch then I''m finna go scoop some kicks;NO;
2372;RT @SabraRuvera: NFLIS Special Report:Synthetic Cannabinoids and SyntheticCathinones Reported in NFLIS, 2010–2013 http://t.co/rgwj52vUQ6;NO;
2373;Road Closures, Traffic Delays on Rt. 1A in Salem Wednesday Afternoon http://t.co/kyP5p7C3BG;NO;
2374;Test your smoke alarm knowledge with the interactive 2014 Fire Prevention Week quiz! http://t.co/olNc3Epnfx #FPW2014;NO;
2375;#News #Boston Pedestrian hit, killed in Swansea: A pedestrian has died after being hit by a car on 195 eastbou... http://t.co/F2x5q5FuCS;YES
2376;RT @Sparky_Fire_Dog: Test your smoke alarm knowledge with the interactive 2014 Fire Prevention Week quiz! http://t.co/olNc3Epnfx #FPW2014;NO;
2377;What would Asimov say? Should your driverless car kill you to save a child?  http://t.co/MXztLdC8k1;NO;
2378;the bus stop is across the street by the traffic light THERE ARE SO MANG TRAFFIC LIGHTS AND U EXPECT ME TO PICK ONE http://t.co/YRqLOhhbv0;NO;
2379;#News #Boston Report: Robots may or may not steal the bulk of our jobs one day: A new report from the Pew Rese... http://t.co/9xpMP0JCUD;NO;
2380;Pedestrian hit, killed in Swansea: A pedestrian has died after being hit by a car on 195 eastbound in Swansea... http://t.co/d0FXg09pei;YES
2381;@ChiefYaY @animalman38 @riteormite @BurgerBumps @Pattikkus @bhole75 haha so Pete smokes but hates the smell/wont stink up his car smoking?;NO;
2382;@_Katie_Costello you tweet the most interesting+thought provoking articles+blogs. also,the McConaughey chest bump will always be an A+ scene;NO;
2383;Report: Robots may or may not steal the bulk of our jobs one day: A new report from the Pew Research Center... http://t.co/JMrajHXMKZ;NO;
2384;1 Found Dead After Long Island House Explosion, Fire | NBC New York http://t.co/3Ex9Ewrp7G via @undefined;YES
2385;Opened report via iPhone at 2–98 City Hall Ave http://t.co/MrDRsXBE5Y. Sidewalk blocked again.;NO;
2386;@waltermccarty & @emilyausten_ just watched me break my 9iron at Granite Links. At least I didn''t break two!;NO;
2387;@KameilRoz just like lungs, your skin needs to breate. Plastic Wraps are known to be very bad and can cause infection and perm nerve damage;NO;
2388;#Boston #News Stable Gas Prices, Younger Buyers, Expected To Push Car Sales Higher: TRAVERSE CITY, MI — (WWJ) ... http://t.co/4bb0JSy47C;NO;
2389;Stable Gas Prices, Younger Buyers, Expected To Push Car Sales Higher http://t.co/R63nPO7olR #Boston #News;NO;
2390;I had a threesome by accident once. And by accident I mean I thought the fat one was gonna leave...;NO;
2391;RT @OxTailNDWifi: I had a threesome by accident once. And by accident I mean I thought the fat one was gonna leave...;NO;
2392;I could hear some loud noises so I opened the shade and I saw the fire. 7 injured in Waltham fire. Update at 11 & Noon @NECN;YES
2393;My roommates car was about to get towed & I told homeboy that it was my car & I was going to move it now. I''m a real ass woman. 😉👍😘💋👏;NO;
2394;@CameoMacaron Saw the truck 4 1st time and thought it was macaroon at first. Truck wasn''t open yet though, so maybe next time!;NO;
2395;RT @iteamproducer: Silva was arrested in Nov. for pot and said per the police report I smoke a lot of weed every day because my best frien…;NO;
2396;I don''t have Road Rage. I have Road Everyone Else is an Idiot Learn How to Use Your Blinker Seriously What the Fuck.;NO;
2397;I don''t have Road Rage. I have Road Everyone Else is an Idiot Learn How to Use Your Blinker Seriously What the Fuck.#backbaybetch;NO;
2398;RT @BackBayMemoirs: I don''t have Road Rage. I have Road Everyone Else is an Idiot Learn How to Use Your Blinker Seriously What the Fuck.#b…;NO;
2399;Day 6 of road trip, in Witchata Falls Texas.  Waiting for car to be fixed then back on the road to Albuquerque New Mexico.;NO;
2400;Also, PLEASE GOD LET ME SEE STEVIE NICKS LIVE BEFORE I DIE. PLEASE GOD LET ME SEE STEVIE KNICKS LIVE BEFORE I DIE.;NO;
2401;@IAMgitarjm If I say bite you they''ll bite you oppa, you must be kind to me tho /glare/;NO;
2402;Sergio specifically said they''re not going to add truck assembly lines. Will push Saltillo and Warren Truck to limits. #FiatChrysler;NO;
2403;This fuckboy @hotboyturk32 trynna steal a cover, song, and mixtape cover idea from @donnlennon… http://t.co/YCnDq1Y7zY;NO;
2404;RT @GhettoReportDVD: This fuckboy @hotboyturk32 trynna steal a cover, song, and mixtape cover idea from @donnlennon… http://t.co/YCnDq1Y7zY;NO;
2405;When a reckless driver causes a fatal car crash this is NOT just an accident! Car crashes are preventable! @Change @dosomething @MassDPH;NO;
2406;I''m in my car smoking a cigarette and the guy parked next to bummed one off me and proceeded to stand next to my car and talk to me;NO;
2407;@inurashii Goddamn it, health insurance needs to die in a fire.;NO;
2408;RT @photOral: Uber keeps disrupting. Uber pool, is Uber cool  Car pooling means it really is cost-competitive with owning a car. http://t.c…;NO;
2409;Allegations agnst Bump are explosive, given Bump nuking predecessor for unprofessional auditshttp://t.co/vTBS3guWNN https://t.co/yyo3uYH1fc;NO;
2410;Man ran westbound on Winthrop St in Taunton, dog lost scent. Police say he had on a white mask and put gloves on halfway through;NO;
2411;Can Incident Response save the day? @Bruce_Schneier @co3sys talks State of Incident Response @BlackHatEvents, Aug 7 http://t.co/MsNP3KmNWh;NO;
2412;@mightymur I can''t kill you--you''re already dead and meeting your punishment. You must have been very, very bad.;NO;
2413;I don''t have a coke to share a coke. Give it a year & I may jump on that bandwagon too. Don''t hold your breath though.;NO;
2414;@56hunterDE @andy_willmer @simonjr19 @piersmorgan a gun doesnt whisper in the ear of a man telling him to kill. People kill people not guns;NO;
2415;@56hunterDE @andy_willmer @simonjr19 @piersmorgan a gun is just a tool like a knife, a car, a fork, or shovel. All can be used to kill.;NO;
2416;RT @Jennyt309: Can Incident Response save the day? @Bruce_Schneier @co3sys talks State of Incident Response @BlackHatEvents, Aug 7 http:/…;NO;
2417;The 1st intifada began with a car accident. The 2nd with a visit to the Temple Mount. Can''t help but wonder what might spark intifada 3.;YES
2418;RT @MaxAbrahms: The 1st intifada began with a car accident. The 2nd with a visit to the Temple Mount. Can''t help but wonder what might spar…;YES
2419;#Boston #Jobs Truck Drivers, New Walkaway Lease Option with NO Hidden Fees (boston): Truck Drivers, New Walkaw... http://t.co/KD7hSn4Fxx;NO;
2420;#Boston #Job Truck Drivers, New Walkaway Lease Option with NO Hidden Fees (boston): Truck Drivers, New Walkawa... http://t.co/WnzZ0gaD8r;NO;
2421;Yes I named my car and I''m proud of it. Does your car have a name? If so, what is it? http://t.co/xcgamVvcki;NO;
2422;@TheBostonIron @jessaklemoine Fuel For Fire packs are the best! Triple Berry is my favorite... Thank you @Fuel_For_Fire;NO;
2423;Boston Fire Museum 🚒 #history #boston #iloveboston #bostonusa #fire #museum #historic #igersnewengland… http://t.co/YN8nUda5sR;NO;
2424;@Banks @FaZeTemperrray block: check. Report:check;NO;
2425;Confused why my sister just left with Jose''s car... He might kill you..;NO;
2426;@andy_willmer @simonjr19 @56hunterDE @piersmorgan guns dont make people kill. Its just an easier tool to use to kill or defend;NO;
2427;RT @GlobeMetro: Chain reaction crash sends truck into Saugus home http://t.co/aFJVZTaxFG via @BostonGlobe;YES
2428;Food Truck Wednesdays! (@ The Chubby Chickpea Food Truck @ SOWA in Boston, MA) https://t.co/Drk2cUQZ3P;NO;
2429;Nice visit to Massport Fire, on the boat with Capt. Cavino http://t.co/Zpikqq8RAH;NO;
2430;#News #Boston Report: Most medical device companies are growing despite new tax: A report on employment at the... http://t.co/OkhUCbGncs;NO;
2431;GC hockey camps: producing the most truck driver and gas pumpers of all hockey camps since the 20th century #dusters;NO;
2432;#Job #Boston Full Stack Software Engineer (Jamaica Plain): Full Stack Software Engineer About Us As a high e... http://t.co/UhR1ZI8dJr;NO;
2433;Remember when iphones first came out and we were like cave people fascinated by the fire in the lighter app?;NO;
2434;Who shrunk the Good Humor man? Kids listen to boomers, gen x''ers describe the ice cream truck - what truck grandma!? http://t.co/LloTKnKIJH;NO;
2435;RT @Bohan_Identity: Remember when iphones first came out and we were like cave people fascinated by the fire in the lighter app?;NO;
2436;Today @pritheworld we hear from @RobBlecher the 3 most important things #Gaza needs now: 1) cement & bldg materials 2) fuel 3) electricity.;NO;
2437;What''s the condition where the part of you that is alive wishes it were dead and the part that is dead wishes it were alive? I have that.;NO;
2438;Ik heb een video toegevoegd aan een @YouTube-afspeellijst: http://t.co/qkYWqAGgYi Water To Fuel Converter - (Explosive Gas by;NO;
2439;Everett PD on the scene of a car into a house on Florence Street.  Still active. (Viewer photo from Brandon Ferguson) http://t.co/XfpZckX0xT;YES
2440;RT @deskon7: Everett PD on the scene of a car into a house on Florence Street.  Still active. (Viewer photo from Brandon Ferguson) http://t…;YES
2441;Every car this family owns breaks so I''m sitting here like why even bother getting a license if I''ll never have a car to drive;NO;
2442;Report: Most medical device companies are growing despite new tax: A report on employment at the natione’s... http://t.co/5MAj5YwvKG;NO;
2443;From @Winchester_MA: Emergency electrical work being done on Waterfield Road. There will be traffic disruptions while the work is going on;YES
2444;Putting gas in my car actually makes me sad;NO;
2445;@gabriellezevin #thestoriedlife read this in one afternoon cover to cover. It''s like it''s a wonderful life for book nerds.❤️;NO;
2446;Former Waltham Police Chief Thomas LaCroix has died. http://t.co/Ufr3JlcfU7 @JoyMarie8386;NO;
2447;Rain stopped in time for my smoke break;NO;
2448;Soo many calls on my break smh, wasted my whole break;NO;
2449;Mercedes guy behind me, traffic means can''t turn right away. Your use of car horn was as hilarious. Sounded like music in a fun house.;NO;
2450;Ima smoke this joint then ima break you off;NO;
2451;Two People Allegedly Break Into Car, Fall Asleep in it, Get Arrested http://t.co/tBUwB3Tx6l;YES
2452;hilarious: junk email protection activation email? marked as junk by outlook.;NO;
2453;If I Die, I Wanna Die In The Suburbs: Pop Punk, Suburban Angst and Quarter- Life Crises.  My latest written piece. http://t.co/GnaQZ4HESx;NO;
2454;@FRFC010 ja ook, maar toen die gast die dribbel inzette naar de goal speelde hij hem heel ver voor zich uit, Mulder had moeten komen.;NO;
2455;If I Die, I Wanna Die In The Suburbs: Pop Punk, Suburban Angst and Quarter- Life Crises.  My latest written piece. http://t.co/EtyHeUI2NS;NO;
2456;Lots of these @oxfordsbakery tomorrow @DorsetFarmMkts # Blandford Fri # Bridport Sat.@SFMMarkets #Frome Sat. http://t.co/WFSRx4bpoh;NO;
2457;RT @DorsetShellfish: Lots of these @oxfordsbakery tomorrow @DorsetFarmMkts # Blandford Fri # Bridport Sat.@SFMMarkets #Frome Sat. http://t…;NO;
2458;You know Haitians have gone mainstream when they start doing this: Two People Break Into Car, Fall Asleep in it http://t.co/gEs44pte1j;NO;
2459;Fire Challenge , Space Monkey Challenge is a no no the fvck you wanna die early for?;NO;
2460;Photoset: misjudgedeathrattle: I’ve been baptized in car radios. Spilling off the road in a sick steel... http://t.co/LJsSbx3fsM;NO;
2461;Two People Allegedly Break Into Car, Fall Asleep in it, Get Arrested: Two people looking for forty winks now f... http://t.co/tqCI5gDFJc;YES
2462;Why hasn''t anyone sold kill la kill plush dolls;NO;
2463;Opened report via iPhone at 2–4 Vinson St http://t.co/njXZplq3Er. Dead rat in the street.;NO;
2464;@lclewis42 @samiam_21 @WeStandWithJon Even current members who were interviewed for the report said the report misrepresented them.;NO;
2465;Ah, yes, sorry, Google. I middle-clicked to pan text. I forgot that makes your web pages crash. My bad.Oh, sorry, apps. Apps crash.;NO;
2466;ice cream truck day ice cream truck day ice cream truck day ice cream truck day ice cream truck day ice cream truck http://t.co/0xxAruwHep;NO;
2467;RT @Kaboobi: ice cream truck day ice cream truck day ice cream truck day ice cream truck day ice cream truck day ice cream truck http://t.c…;NO;
2468;Opened report via iPhone at 171–229 Fisher Ave http://t.co/UzNRKAXyc7. Dead trees along fisher avenue. despite best efforts by (some) r...;NO;
2469;@The_Majick_One @f_u_stalkers if I was home instead of sitting on the side of the road in dot waiting for a tow truck id go...;NO;
2470;#auto: How Much is Enough for Boston Auto Owners? Tire Tread Depth - http://t.co/AySLqJD0UU;NO;
2471;FIVE ALARM FIRE FLAMES JAM https://t.co/G18ubrFKPB;YES
2472;@Zak_NYCMetroWx Traffic. Traffic everywhere.;NO;
2473;#Boston #News Two People Allegedly Break Into Car, Fall Asleep in it, Get Arrested: Two people looking for for... http://t.co/NWBIMK87iT;YES
2474;Even a small lighter can burn a bridgeeee;NO;
2475;Should your driverless car kill you to save a child? http://t.co/TWasQkNwzX via @qz >> interesting ethical dilemmas re: driverless cars;NO;
2476;Two People Allegedly Break Into Car, Fall Asleep in it, Get Arrested http://t.co/tcBtw4LzVO #Massachusetts #News #MA #Boston;YES
2477;so the PA turnpike accepts personal checks--i assume the Mass turnpike definitely doesn''t do this? asking in case of emergency i guess;NO;
2478;@samiam_21 @WeStandWithJon @lclewis42 The huffpost article misquotes the report.  Huffpost says had to repeatedly.  Report doesn''t.;NO;
2479;s/o to the guy getting road head next to us on the highway 😂😂;NO;
2480;I''ve been trying to start this truck for 20 minutes I want to die;NO;
2481;@angmeoww EDGE BREAK FACE BREAK;NO;
2482;@Powerhoof so we wound up delaying the party until tomorrow, but one friend and I are playing a tiny bit today. Already have a bug to report;NO;
2483;I''ve been looking to find a Coke w/ your name on it to share w/ you. Unfortunately I haven''t found Share a Coke with FUCKING DIPSHIT yet.;NO;
2484;@BarackObama  (Electric) Flyable Car carrier.Uses the E.V. as a Cockpit and Power Supply Is a Car Smart enough to Fly http://t.co/Gsjm7FknpW;NO;
2485;RT @SweetPete617: I''ve been looking to find a Coke w/ your name on it to share w/ you. Unfortunately I haven''t found Share a Coke with FUC…;NO;
2486;I don''t even smoke, I don''t even smoke;NO;
2487;Do you want an Amazon Fire Phone? - Mobile Burn http://t.co/OiPZ9EC1kj #technology;NO;
2488;NOT YET.....but firewood is under cover at Goulds Sugar House Restaurant in Shelburne ready for the colder seasons http://t.co/VMqsvjKmE6;NO;
2489;Only in Revere can you find a pickup truck driving around with the Easter Bunny dancing in the truck bed... Wtf😂;NO;
2490;Deadly car bombings kill 51 in Baghdad, authorities say http://t.co/ueAhyrsZ94 via @CSMWorldDesk;YES
2491;Opened report via Android at 43-99 N Bennet St Boston http://t.co/1YBX6kEF0p. Commercial vehicle parked in a handicap space, he is using...;NO;
2492;The Fire Path 1: Identifying Your Passion: The Fire Path 1: Identifying Your Passion is a post f... http://t.co/EV2zwHl9Ta @johnleedumas;NO;
2493;More than a third of all people known to have died from the #Ebola virus have died in the current outbreak. More: http://t.co/24py8PBNxE;NO;
2494;#Boston #Jobs Diesel Truck Mechanic Wanted (Methuen): General Truck Center--We are one of New England''s larges... http://t.co/VelNCQATDe;NO;
2495;@AnthonPimentel Artie bouta spit fire fire no lie;NO;
2496;#Boston #News Two People Allegedly Break Into Car, Fall Asleep in it, Get Arrested: Two people looking for for... http://t.co/wYrJUGfuv6;NO;
2497;@TweetTwit117 sucks really bad, but this seems to be being reported a lot today so maybe it''s the break they need;NO;
2498;And then nothing comes after the Bump. The Knot, the Nest, the Bump, the Void.;NO;
2499;@Roxbury_Kid617 YA BOTH TOLD ME TO KILL MYSELF SO AGAIN WHY YALL PLAYING VICTIM AGAIN??? LOL DIED WOULD U..M;NO;
2500;If you’re buying a car, see how Liberty Mutual Auto Buying Service can help you save: http://t.co/2tmxGitUO4 http://t.co/NyblOUpmgj;NO;
2501;Dedham Police Officer Arrested In Connection With Avon Kidnapping: DEDHAM (CBS) – A Dedham Police officer has... http://t.co/Q4dJHH7Hou;NO;
2502;RT @BostonGlobe: RT @GlobeMetro: Dedham police officer accused of role in kidnapping of man now feared dead  http://t.co/JX0RknOGiV via @Bo…;YES
2503;Love my long-time #auto #Mechanics, European Auto Solutions in Waltham. The best for #MercedesBenz & #BMW servicing in #Boston area!;NO;
2504;Report: Russia to block US agricultural imports: A Russian official says all imports of agricultural products... http://t.co/NWb82PNqJ3;NO;
2505;Nothing clears out a beach like half a dead seal... except maybe half a dead person. Sorry, that got dark.;NO;
2506;I HEAR AN ICE CREAM TRUCK. A MOTHERFUCKING ICE CREAM TRUCK. COME BACK HERE FUCKER. COME BACK.;NO;
2507;@briancmuse to blow smoke in my eyes and blind me? :-) I see. Product management by blowing smoke in ops eyes;NO;
2508;@kisumxes @stacos Was a fire on the 5th or 6th floor of a building under construction on Green St near Landsdowne. Fire out #CambMA;YES
2509;Just waited 10 minutes for an idiot with a trailer to figure out how to leave a gas station so I could get gas. GOD.;NO;
2510;@creeptweet17 you''re not allowed to smoke cigs and they''re DEAD serious about it... Couldn''t even spark at skrillex;NO;
2511;@jennyziti FYI - there is increased traffic due to the Medford St. closure in Somerville also the State Police handle traffic in that area;NO;
2512;my sister and I made cover of #valerie, take a listen! #cover #music #shenanigans  https://t.co/dKzpY830Kf;NO;
2513;One Girl is Dead After Connecticut Boating Accident. http://t.co/UIKERreBCR;YES
2514;Jamming in an actual traffic jam #twerk;NO;
2515;@joselleaq @mollyasdfghjk who cares about stupid issac anyway!!!!! dead parents!!!!! dead brother!!!!! abused!!!!! who cares!!!!!;NO;
2516;When I die, I''m not gonna die holding regrets. I''m all in.;NO;
2517;RT @DJNexus44: When I die, I''m not gonna die holding regrets. I''m all in.;NO;
2518;Crisis Group''s @robblecher says there are 3 things on the path to normalcy in Gaza: Cement, fuel and electricity http://t.co/ihQIthAQr7;NO;
2519;Toyota asking NHTSA for fuel cell car safety exemption regarding electric shocks  http://t.co/rn1SNa2qG7 http://t.co/i8slSVCDwV;NO;
2520;RT @pritheworld: Crisis Group''s @robblecher says there are 3 things on the path to normalcy in Gaza: Cement, fuel and electricity http://t.…;NO;
2521;Breaking #7news @6: Dedham police officer arrested in connection with kidnapping. Missing man believed dead @susantran @awilliamson7;YES
2522;People who are overweight AND smoke, are you trying to be dead orrrr?;NO;
2523;Opened report via iPhone at 2–98 Daniel Ct http://t.co/Tzb8up8Nnb. Wire down in middle of road.;NO;
2524;@Charlie_Ricker you know, i hate to say I hope it does come back & bite him, for fear that it will bite me! but he brought it on himself!;NO;
2525;RT @ToyotaWatertown: Toyota asking NHTSA for fuel cell car safety exemption regarding electric shocks  http://t.co/rn1SNa2qG7 http://t.co/i…;NO;
2526;In wethers drinking archers whilst my car is in the cinema car park #oopsie;NO;
2527;http://t.co/3pQiBcn66k it''s okay mischa, Marissa was such a train wreck she died.;NO;
2528;RT“@sydneyleroux: Over my dead body this tow truck is taking my car. #iwishyouwould http://t.co/YQhbAkaHrn” me with Craig @gabby_salerno 😂;NO;
2529;“@jen_lilley: beer before liquor, never sicker.tooth paste before orange juice, dead.” U will gag and die...;NO;
2530;A report of a driver operating erratically and wearing a Halloween mask highlights the Aug. 1 Saugus police loghttp://t.co/H0A15emSP4;NO;
2531;It looks like a car. It drives like a car. But it''s actually a truck: http://t.co/vdJaeK613Q;NO;
2532;Just learned how long it takes between my gas light turning on and actually running out of gas. D''oh!;NO;
2533;#Job #Boston Auto Finance Manager (Metrowest): Very busy luxury car dealership is currently looking for an exp... http://t.co/DeUR15gKOB;NO;
2534;RT @JoeLeone24: Only in Revere can you find a pickup truck driving around with the Easter Bunny dancing in the truck bed... Wtf😂;NO;
2535;@Muffadins @mstea_ebooks I seem to be a minor road block..;YES
2536;OH in the children''s section: Did anyone leave their police car here? The kid''s section is clearly a tough place.;NO;
2537;Link to report please? @EricBoehlert: Fox News Bans Any Mention Of Latest Cong Report That Debunks Benghazi Scandal http://t.co/9PVyi5zieQ;NO;
2538;@SlachtaS @DiscoverWaltham @tomstanley4279 they are likely traffic sensors to gauge traffic data.;NO;
2539;RT @PorterSqBooks: OH in the children''s section: Did anyone leave their police car here? The kid''s section is clearly a tough place.;NO;
2540;@Kikiluscious Slight crimp in her planning: stick-shift car with a tricky clutch. (My dad''s truck was way easier.);NO;
2541;Farmers report better animal health with non-GMO feed | The Organic & Non-GMO Report http://t.co/ysaFfkQzLJ;NO;
2542;Police kill rifle-wielding man at Ohio Wal-Mart http://t.co/SFHBA2svQn;YES
2543;Petition | Fire Houston police officer that left family pet to die on the side of the freeway! |  http://t.co/nKaUUaoaeY via @sharethis;NO;
2544;[#advertising archive] Diet Coke A Refreshing Add  http://t.co/1iN1upSNpQ  #160x600 #cocacola #coke #consumergoods #dietcoke #food #soda;NO;
2545;7 injured in fire at multi-family home in Waltham: Waltham fire officials say seven people are being treated for... http://t.co/4TYLUQHcUC;YES
2546;RT @Banks: @Pamaj Your car might be on fire or some shit.;NO;
2547;@mlsrumors You do realize that Marshall was injured in a car accident, right?;YES
